ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-02489,2025-05-07,03:19:05,Robo de vehículo,Sopocachi,Dorotea Tormo Calderon,50,Masculino,Nam modi reiciendis dolor autem corrupti ea. Consectetur accusantium atque ex iste quasi natus. Quia optio laudantium.,Reconocimiento visual,Unidad de Robo de Vehículos,Derivado a fiscalía,No,46450,Baja
FELCC-02490,2025-05-07,07:43:44,Robo en vía pública,Miraflores,Lourdes Macías Roda,50,Femenino,Blanditiis sequi exercitationem eius animi. Aperiam qui aperiam exercitationem vel non ipsam. Harum esse cupiditate numquam minima possimus.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,48386,Alta
FELCC-02491,2025-05-07,05:39:16,Robo de vehículo,Sopocachi,Emperatriz Colom-Leon,64,Masculino,"Similique aliquid sit.
Quis ab eaque exercitationem nam nostrum. Doloremque facere recusandae necessitatibus. Qui adipisci ab ipsa accusamus magnam praesentium quaerat.",Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,24886,Media
FELCC-02492,2025-05-07,02:38:15,Robo domiciliario,Sopocachi,Edgardo Aroca-Gómez,26,Masculino,A sunt soluta voluptatem quod repudiandae esse. Excepturi distinctio laboriosam cupiditate aliquam fuga porro.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,30162,Media
FELCC-02493,2025-05-07,17:34:17,Robo a mano armada,El Alto 1ra,Felisa Falcó,36,Femenino,Explicabo beatae ipsa cupiditate quam repudiandae impedit. Labore perspiciatis eveniet delectus harum deleniti eos. Amet id omnis optio. Iusto ducimus sed rerum ullam.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,No,11862,Baja
FELCC-02494,2025-05-07,07:38:56,Robo a comercio,Centro La Paz,Rita Esparza Bonet,19,Masculino,Cum numquam iusto excepturi neque. Commodi tenetur laboriosam sit laudantium laboriosam minima.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,No,47230,Alta
FELCC-02495,2025-05-07,22:16:33,Robo domiciliario,Zona Sur,Caridad Pellicer Canals,53,Masculino,Exercitationem mollitia cupiditate atque a. Ut veniam aperiam natus odit animi. Aperiam recusandae eveniet voluptas officia nam aliquid.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,No,10469,Media
FELCC-02496,2025-05-07,07:03:14,Robo a comercio,El Alto 1ra,Juan Luis del Borrego,33,Masculino,Totam alias omnis adipisci possimus nostrum. Ab optio doloribus vero praesentium deleniti. Non a voluptatem atque quam modi tenetur nemo.,Testigos,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,48153,Media
FELCC-02497,2025-05-07,00:28:46,Robo a comercio,Zona Sur,José Luis Villar Noriega,36,Femenino,Atque voluptate nisi autem fuga voluptate. Quas sunt assumenda unde. Quibusdam mollitia nobis fugit quod cupiditate commodi accusamus.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Sin pistas,No,11970,Baja
FELCC-02498,2025-05-07,10:03:43,Robo de vehículo,Zona Sur,Felisa Martín Casanova,47,Femenino,Dicta architecto odit fugiat eos. Amet placeat officiis consectetur facilis eos. Nesciunt temporibus dolorum sapiente quis laborum.,Reconocimiento visual,División Cibercrimen,En investigación,No,30486,Baja
FELCC-02499,2025-05-07,03:47:24,Robo en vía pública,Miraflores,Gerónimo Franco-Abella,49,Masculino,Quisquam quia ipsum cum. Eum suscipit aperiam ipsam occaecati pariatur cumque beatae.,Testigos,División Cibercrimen,En investigación,No,48449,Baja
FELCC-02500,2025-05-07,10:18:22,Robo de vehículo,Sopocachi,Fanny Torres Gisbert,45,Masculino,Quis debitis repellendus occaecati nemo in iure deserunt. Vel laborum adipisci natus. Deleniti debitis mollitia porro adipisci quis.,Reconocimiento visual,Unidad de Robo de Vehículos,Cerrado,No,19921,Media
FELCC-02501,2025-05-07,09:49:39,Robo a mano armada,Sopocachi,Amador Fernandez Taboada,43,Femenino,Et omnis at voluptatem ratione. Repudiandae doloribus veniam. Laudantium unde quas sint accusantium ea.,Testigos,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,43095,Baja
FELCC-02502,2025-05-07,09:16:24,Robo a comercio,Centro La Paz,Gerónimo Escrivá,35,Masculino,Deleniti provident cupiditate necessitatibus ipsam ipsum aperiam. Est ratione vel. Sapiente eum ipsum nulla illum.,Testigos,División Cibercrimen,Derivado a fiscalía,Sí,44888,Baja
FELCC-02503,2025-05-07,14:54:54,Robo a mano armada,Centro La Paz,Bernardino Esparza,20,Femenino,Atque nisi laboriosam labore perspiciatis. Consectetur aliquam aut vel cumque blanditiis cupiditate.,Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,37550,Media
FELCC-02504,2025-05-07,22:59:01,Robo domiciliario,Zona Sur,Aarón Bautista Lago Jaume,49,Masculino,"Quasi sed ut.
Cupiditate sed aliquid quae. Aperiam consequuntur beatae culpa ex sequi consequuntur. Esse nostrum deleniti dolorum maiores.",Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,29561,Media
FELCC-02505,2025-05-07,19:01:25,Robo domiciliario,Villa El Carmen,Angelino Borrás,38,Masculino,"Temporibus necessitatibus minima harum sed esse. Ea eaque labore atque voluptates.
Nulla neque consequuntur. Illum quia eveniet minima.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,42208,Alta
FELCC-02506,2025-05-07,01:22:53,Robo en vía pública,El Alto 1ra,Inmaculada Durán Jódar,72,Femenino,Rerum reprehenderit voluptas vitae tenetur facilis. Commodi illo consequuntur ut. Dolorum quidem dignissimos optio doloribus voluptas quibusdam.,Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,45232,Media
FELCC-02507,2025-05-07,16:20:22,Robo a mano armada,Centro La Paz,Chus Prada,49,Masculino,Voluptate culpa occaecati exercitationem. Tempore vitae dolores sint eum praesentium esse. Perspiciatis quisquam eligendi magni voluptates exercitationem.,Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,No,15871,Media
FELCC-02508,2025-05-07,07:03:13,Robo domiciliario,Centro La Paz,Máximo del Vergara,45,Masculino,"Omnis illum repellendus porro.
Perspiciatis ipsum fuga officiis molestias autem. Commodi sit voluptatem. Esse laborum animi ab officiis qui.",Reconocimiento visual,División Cibercrimen,Cerrado,No,46784,Media
FELCC-02509,2025-05-07,03:24:18,Robo a comercio,Villa El Carmen,Melchor Castellanos-Costa,45,Femenino,Natus provident quod temporibus quia praesentium. Voluptatem hic neque. Necessitatibus nisi velit nulla velit culpa aspernatur deserunt.,Huella digital,División Cibercrimen,Sin pistas,No,33792,Baja
FELCC-02510,2025-05-07,05:17:23,Robo a comercio,Zona Sur,Dalila Bolaños Olmedo,71,Masculino,Rem accusamus eveniet ex minima error magnam minus. Fugit ullam natus vitae rerum. Reiciendis minima animi. Quisquam suscipit saepe quod aperiam ab.,Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,47886,Alta
FELCC-02511,2025-05-07,23:51:56,Robo a comercio,El Alto 1ra,Américo Blázquez Vaquero,67,Masculino,Accusamus veritatis reprehenderit quod doloremque. Fugit atque impedit voluptates. Dolorum quaerat eveniet quaerat vel totam.,Testigos,División Cibercrimen,En investigación,No,8614,Baja
FELCC-02512,2025-05-07,08:59:22,Robo a comercio,El Alto 1ra,Santiago Batlle-Alsina,68,Masculino,"Mollitia fugit molestias nam officiis molestias. Blanditiis quibusdam consequatur numquam magnam quo.
Repellat aliquid ipsum deserunt at. Sint fugit laboriosam.",Huella digital,Unidad de Robo de Vehículos,Con detenido,Sí,47467,Media
FELCC-02513,2025-05-07,12:08:26,Robo a comercio,Zona Sur,Teófilo Carranza Suarez,23,Masculino,Consequuntur accusantium aperiam incidunt vero soluta laboriosam. Amet aliquam fugit dolore ipsam.,Testigos,División Cibercrimen,Cerrado,Sí,6189,Alta
FELCC-02514,2025-05-07,00:57:54,Robo de vehículo,Sopocachi,Julie Conde Castells,71,Masculino,Laborum consectetur sit culpa. Vel magnam minus a eos suscipit.,Testigos,División Cibercrimen,En investigación,Sí,35065,Alta
FELCC-02515,2025-05-07,19:40:26,Robo en vía pública,Villa El Carmen,Noelia Palacio,27,Masculino,Alias accusamus voluptas. Accusantium commodi iste. Necessitatibus reiciendis possimus saepe eaque sit. Consequatur at porro numquam.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,40631,Alta
FELCC-02516,2025-05-07,18:04:46,Robo en vía pública,Sopocachi,Sonia Calderon-Perelló,55,Masculino,Facilis molestiae aliquid. Ducimus doloremque occaecati voluptatum laudantium repellat. Nostrum earum velit dicta aliquam.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,No,33051,Alta
FELCC-02517,2025-05-07,16:14:27,Robo en vía pública,Sopocachi,Jose Francisco Estevez Pascual,57,Masculino,Facilis laborum adipisci veniam ipsum. Inventore exercitationem consequatur exercitationem. Dolorum dolorum sapiente quibusdam.,Testigos,Unidad de Robo de Vehículos,En investigación,Sí,16258,Baja
FELCC-02518,2025-05-07,00:13:07,Robo en vía pública,Villa El Carmen,Victor Manuel Otero Sosa,39,Masculino,Sapiente pariatur recusandae placeat repellendus atque. In at eum sapiente reiciendis unde repellendus.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,41887,Media
FELCC-02519,2025-05-07,04:06:00,Robo domiciliario,Zona Sur,Amparo Dueñas-Morales,50,Femenino,Voluptatum in id eligendi corrupti. Neque in perferendis perferendis asperiores sint.,Testigos,División Cibercrimen,En investigación,Sí,30428,Media
FELCC-02520,2025-05-07,11:53:12,Robo a mano armada,Zona Sur,Adela Rosado-Herrera,34,Femenino,Aspernatur recusandae debitis odio illo. Eveniet saepe ea porro assumenda minima. Numquam temporibus sed deserunt accusantium dolorum molestias error.,Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,35001,Baja
FELCC-02521,2025-05-07,06:22:02,Robo en vía pública,Sopocachi,Rosendo Diego Gordillo,56,Femenino,"Nulla animi non voluptate nobis quae. Ipsam officia optio.
Nemo provident ea illum saepe mollitia ullam reiciendis. Perspiciatis hic illum. Officia reprehenderit ducimus neque.",Reconocimiento visual,División Cibercrimen,En investigación,Sí,13829,Media
FELCC-02522,2025-05-07,09:45:52,Robo en vía pública,Sopocachi,Inocencio Llopis Antúnez,70,Masculino,"Mollitia omnis eos ab molestias. Reiciendis nobis vitae iure.
Necessitatibus labore laudantium neque qui. Temporibus beatae accusantium perferendis.",Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,49942,Baja
FELCC-02523,2025-05-07,16:12:46,Robo a mano armada,Zona Sur,Fabiana Adán Guardia,58,Masculino,Fugit veritatis voluptatum veritatis. Quidem repudiandae culpa porro fugiat sed. Laudantium debitis ut a.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,No,1711,Baja
FELCC-02524,2025-05-07,01:35:38,Robo a mano armada,Miraflores,Julieta Bernad Benítez,58,Femenino,Nostrum deserunt in. Veniam similique odio nisi numquam. Hic fugit voluptatibus expedita dolorem quaerat explicabo quo.,Ninguno,División Cibercrimen,Cerrado,No,43016,Baja
FELCC-02525,2025-05-07,23:36:24,Robo domiciliario,Sopocachi,Maite Alfonso Díez,30,Femenino,Reiciendis incidunt officiis quo quasi voluptatum. Necessitatibus saepe sit hic odio id inventore. Reiciendis nulla voluptates commodi dolorum a.,Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,No,44117,Media
FELCC-02526,2025-05-07,07:39:22,Robo a mano armada,Miraflores,Epifanio Solana Ocaña,24,Masculino,Ratione expedita dignissimos earum numquam expedita repellat. Soluta a explicabo magni.,Cámara de seguridad,Unidad de Robo de Vehículos,Con detenido,Sí,42585,Alta
FELCC-02527,2025-05-07,03:28:47,Robo de vehículo,Villa El Carmen,David Anglada Elías,50,Masculino,"Dolorem velit sed occaecati. Eum cumque fugiat minima in.
Itaque at blanditiis eaque voluptas reiciendis.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,No,34294,Media
FELCC-02528,2025-05-07,10:19:06,Robo domiciliario,Zona Sur,Cecilia Miranda Ponce,55,Femenino,Laborum possimus sit exercitationem.,Ninguno,División Cibercrimen,En investigación,No,49310,Baja
FELCC-02529,2025-05-07,19:15:43,Robo a mano armada,Centro La Paz,Marcelo Ildefonso Arias Barriga,66,Masculino,Autem voluptatibus culpa tempora fuga. Aliquam incidunt sapiente eligendi animi. Labore id cum excepturi sed rem explicabo hic.,Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,Sí,25390,Media
FELCC-02530,2025-05-07,04:46:46,Robo a mano armada,Villa El Carmen,Amparo Antúnez,64,Masculino,Eos amet quisquam at pariatur. Animi quibusdam ullam exercitationem aut repellendus molestiae.,Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,No,31918,Alta
FELCC-02531,2025-05-07,04:12:01,Robo a mano armada,Villa El Carmen,Nieves Berrocal Arranz,69,Masculino,"Beatae corporis repudiandae commodi veritatis. Magnam harum et tenetur debitis quis.
Ratione a dolore quod. Suscipit pariatur dolores magni.",Huella digital,Unidad de Robo de Vehículos,En investigación,Sí,13917,Baja
FELCC-02532,2025-05-07,22:24:21,Robo a mano armada,Villa El Carmen,Cayetano de Echevarría,36,Masculino,Expedita explicabo quae fugiat et ut aspernatur. Adipisci ducimus voluptatem sapiente. Asperiores magni sit molestias error sequi.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,46064,Baja
FELCC-02533,2025-05-07,03:27:50,Robo a comercio,Villa El Carmen,Teófilo Español Somoza,26,Femenino,Eligendi consequuntur reprehenderit ipsa optio a. Inventore similique itaque. Ut soluta quisquam sint aut perferendis tempore.,Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,Sí,45109,Alta
FELCC-02534,2025-05-07,23:23:29,Robo de vehículo,Miraflores,Concepción Belmonte Bautista,26,Femenino,Officia itaque quaerat reprehenderit quidem at expedita deserunt. Eum amet quis culpa voluptas velit.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,No,24011,Media
FELCC-02535,2025-05-07,15:02:58,Robo de vehículo,Zona Sur,Rocío Pelayo Miranda,60,Masculino,Facere eos illum itaque explicabo quae dolorem. Pariatur quidem itaque repellat ducimus. Distinctio optio at corrupti nemo.,Huella digital,Unidad de Robo de Vehículos,Sin pistas,No,41904,Media
FELCC-02536,2025-05-07,03:41:19,Robo domiciliario,Villa El Carmen,Amor Verdú Alemany,42,Masculino,"Deleniti iusto nihil doloribus nobis ipsa iure et. Officiis in non iste placeat tempore.
Eum iste consequuntur perferendis facilis blanditiis sint eaque.",Testigos,Unidad de Robo de Vehículos,Sin pistas,No,48207,Alta
FELCC-02537,2025-05-07,16:39:17,Robo de vehículo,Zona Sur,Jose Antonio Portillo Tapia,25,Femenino,Porro esse voluptatibus adipisci. Qui voluptatibus inventore delectus commodi sunt dolores.,Testigos,Unidad de Robo de Vehículos,En investigación,No,18008,Alta
FELCC-02538,2025-05-07,21:15:48,Robo de vehículo,Sopocachi,Saturnina Priego-Mendez,55,Masculino,Hic non quisquam rem in temporibus sit. Maxime laborum maiores officia quaerat sit. Quam alias doloremque dolores hic culpa recusandae.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,No,22157,Alta
FELCC-02539,2025-05-07,20:52:03,Robo a comercio,El Alto 1ra,Calixto Baquero Casal,54,Masculino,Occaecati quia rerum ut. Voluptatibus ratione porro quisquam dolores error. Recusandae autem incidunt officiis vero.,Reconocimiento visual,Unidad de Robo de Vehículos,Derivado a fiscalía,No,41828,Media
FELCC-02540,2025-05-07,15:48:51,Robo a comercio,Miraflores,Sandalio Carrasco-Bayón,44,Masculino,Sit quis sequi soluta veritatis voluptate neque consequuntur. Tempora dolorem nulla. Id aliquid nesciunt similique.,Reconocimiento visual,División Cibercrimen,Derivado a fiscalía,Sí,12784,Media
FELCC-02541,2025-05-07,09:40:50,Robo en vía pública,Zona Sur,Irene Cuevas Rueda,36,Masculino,Repudiandae qui non ipsam. Quam assumenda modi ea illo. Corporis saepe reprehenderit laborum veniam impedit voluptate deleniti.,Testigos,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,6266,Media
FELCC-02542,2025-05-07,08:09:55,Robo a comercio,Zona Sur,Isidro del Murcia,64,Masculino,"Libero deserunt atque atque quod at.
Nobis ab suscipit soluta ducimus occaecati. Nulla quod quibusdam est.",Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,2814,Baja
FELCC-02543,2025-05-07,18:56:35,Robo domiciliario,Sopocachi,Eva María Arnau Lumbreras,31,Femenino,Unde ratione omnis saepe laboriosam ducimus. Officia rem laborum sit natus. Rerum aut at perferendis minima dolorem magnam laudantium. Quod soluta pariatur.,Testigos,Unidad de Robo de Vehículos,En investigación,No,6051,Baja
FELCC-02544,2025-05-07,17:15:27,Robo a mano armada,Villa El Carmen,Febe Vera Codina Pizarro,67,Femenino,Distinctio consequuntur dolores ut. Magni est reprehenderit ipsum. Distinctio magnam accusamus unde necessitatibus excepturi.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Cerrado,No,26972,Alta
FELCC-02545,2025-05-07,03:18:50,Robo en vía pública,Centro La Paz,Raquel Agullo Huertas,45,Femenino,"Quos officiis excepturi porro corporis inventore.
Saepe nesciunt sit delectus. Debitis voluptatem recusandae distinctio modi molestias.",Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,17724,Alta
FELCC-02546,2025-05-07,13:49:12,Robo en vía pública,El Alto 1ra,Eugenio Ureña Lucena,66,Masculino,Et quaerat eius rem dignissimos deleniti tempore. Veniam repudiandae quae sapiente aliquid accusamus numquam. Voluptatem voluptatum et adipisci voluptas culpa animi.,Ninguno,División Cibercrimen,Con detenido,Sí,17069,Media
FELCC-02547,2025-05-07,15:51:29,Robo a comercio,Centro La Paz,Fulgencio Vargas-Bayón,60,Femenino,Illo blanditiis nobis neque assumenda placeat officiis fugit. Laboriosam enim sunt eius provident quis.,Ninguno,División Cibercrimen,En investigación,Sí,47200,Baja
FELCC-02548,2025-05-07,19:41:53,Robo a comercio,Centro La Paz,Rocío Llano Espada,54,Femenino,Exercitationem libero impedit. Dolores vero repellendus animi expedita voluptates. Autem alias nobis asperiores tempore consequatur.,Testigos,División Cibercrimen,Con detenido,Sí,18978,Media
FELCC-02549,2025-05-07,08:46:12,Robo domiciliario,Zona Sur,Gonzalo Pons Vallejo,48,Femenino,Possimus est maxime eaque blanditiis. Ea distinctio excepturi voluptate aliquid minus.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,24130,Alta
FELCC-02550,2025-05-07,08:50:00,Robo a comercio,Miraflores,Cristian Ferrero,45,Masculino,Explicabo porro deleniti tempore itaque. Numquam nihil sapiente mollitia temporibus.,Huella digital,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,27389,Alta
FELCC-02551,2025-05-07,05:02:58,Robo a mano armada,Sopocachi,Sol Sala Manzano,31,Femenino,Quaerat ipsa non eveniet ex in tenetur. Illo in culpa quos repudiandae odio tempora. Ducimus odio sapiente fuga nisi non rerum.,Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,No,18093,Alta
